,CDL_FLAG,CONDITION_CODE,EQUIP_PROB_CODE,FAULT_FLAG,INJ_SEVER_CODE,PERSON_ID,PERSON_TYPE,REPORT_NO,SAF_EQUIP_CODE,SEX_CODE,VEHICLE_ID,COLLISION_TYPE_CODE,C_M_ZONE_FLAG,JUNCTION_CODE,LANE_CODE,LIGHT_CODE,RD_COND_CODE,RD_DIV_CODE,SURF_COND_CODE,WEATHER_CODE,AREA_DAMAGED_CODE_MAIN,BODY_TYPE_CODE,DAMAGE_CODE,HIT_AND_RUN_FLAG,MOVEMENT_CODE,TIME,AGE
11449,N,Apparently Normal,No Misuse,N,No Injury,c9f53e92-960a-47b2-a4fb-31ed82943b97,D,MCP2952000Q,Shoulder/Lap Belt(s),M,7c888d89-874f-47fa-9626-4b8b892a33fe,Same Direction Rear End,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Passenger Car,Functional,N,Slowing or Stopping,2015-06-14 15:17,22
43481,N,Apparently Normal,No Misuse,N,No Injury,d8e23b4f-5796-4dde-8fff-721f52548959,D,DA3605000L,Shoulder/Lap Belt(s),M,e9b66ac5-fffe-4d66-ad36-6ad7a491db95,Same Direction Right Turn,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Cloudy,Eight o'clock,Passenger Car,Superficial,N,Moving Constant Speed,2015-11-05 7:28,29
40693,N,Apparently Normal,No Misuse,Y,No Injury,19d69777-900c-4eb4-9218-a1c60f5c7567,D,DA3850000J,Shoulder/Lap Belt(s),M,ff7e79ad-07a1-48ea-95d4-fc4412264291,Same Movement Angle,N,Intersection,Left Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Dry,Clear,Nine o'clock,Passenger Car,Disabling,N,Starting From Lane,2015-10-27 22:11,22
38937,Y,Had Been Drinking,No Misuse,Y,No Injury,78a0419d-f54f-4290-8d46-0ab164b05f00,D,CB58430018,Shoulder/Lap Belt(s),M,e73c8f21-42a2-4e83-aa10-97fd6561da06,Same Direction Right Turn,N,Non Intersection,Left Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Raining,One o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-12-26 19:15,39
24499,N,Apparently Normal,No Misuse,N,No Injury,4a980778-2bfd-4052-929a-f6dce4f41cc6,D,ADH711000L,Shoulder/Lap Belt(s),M,a7f14241-e335-4567-a0e3-021d83cdb3bd,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Wet,Raining,Six o'clock,Passenger Car,Functional,N,Moving Constant Speed,2015-07-29 17:09,22
42247,N,Apparently Normal,No Misuse,N,No Injury,89ac0207-2a7d-4b8d-b7fc-7ab2fa52184f,D,ADI870000N,Shoulder/Lap Belt(s),M,5e42aadc-74c2-49bc-a80f-3d6df8563507,Same Movement Angle,N,Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-10-25 2:10,23
15779,N,Apparently Normal,No Misuse,Y,No Injury,026a63bd-0735-4229-bf1a-9fd34c09e2eb,D,CE39090003,Shoulder/Lap Belt(s),M,a1703e90-71dd-4948-95b1-bf8611f7ca0e,Single Vehicle ,N,Intersection,Right Turn Lane,Daylight,No Defects,One-way Trafficway,Dry,Clear,Twelve o'clock,(Sport) Utility Vehicle,Disabling,N,Slowing or Stopping,2015-05-19 14:15,26
35531,N,Apparently Normal,No Misuse,Y,Possible Incapacitating Injury,47b68384-1cde-4bc2-8bfa-8cad69a7e418,D,MSP6315006Q,Shoulder/Lap Belt(s),M,7fd7081f-c185-44e3-a726-9c9de521b8ed,Same Direction Rear End,N,Non Intersection,Acceleration Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Slowing or Stopping,2015-11-12 14:45,34
38725,N,Apparently Normal,No Misuse,Y,Possible Incapacitating Injury,fae1b329-ed65-451b-82bc-fe7fea628745,D,AE4823002W,MC/Bike Helmet and Eye Protection,F,317be156-988e-4be9-9207-9e8ce974a1d7,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,One-way Trafficway,Dry,Clear,Twelve o'clock,Motorcycle,Disabling,N,Moving Constant Speed,2015-10-15 17:35,36
1592,N,Apparently Normal,No Misuse,Y,No Injury,0b77bf81-fa00-48f8-acdb-2636f0fb62c1,D,AE57670009,Shoulder/Lap Belt(s),F,be4c8650-776e-43e5-8783-3ae0a8bd2e65,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Snow,Snow,Two o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-01-06 7:13,40
17265,N,Apparently Normal,No Misuse,Y,Possible Incapacitating Injury,7f524c83-a283-4f1d-8bb5-fec6cbf58b0c,D,CT8274001N,MC/Bike Helmet and Eye Protection,M,d43aa722-e74e-4577-92dc-d15140c2cd0b,Single Vehicle ,N,Non Intersection,Deceleration Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Moped,Functional,N,Moving Constant Speed,2015-06-18 14:19,19
2289,N,Apparently Normal,No Misuse,N,No Injury,86daba9d-a72e-494d-bfd6-6ceadd8e3a50,D,EJ7850000L,Shoulder/Lap Belt(s),M,a8817ef8-65ee-46d4-bd1e-c6021c571527,Same Movement Angle,N,Intersection,Left Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Four o'clock,"Other Light Trucks (10,000 lbs (4,536 kg))",Superficial,N,Moving Constant Speed,2015-02-25 21:12,25
700,N,Apparently Normal,No Misuse,N,No Injury,0823af38-9234-4a0d-9360-8316fef61476,D,ADI9490005,Shoulder/Lap Belt(s),F,b14df20e-e239-43ea-9444-80620ba468b0,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dusk,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Passenger Car,Superficial,N,Stopped in Traffic Lane,2015-01-27 17:25,34
45553,N,Apparently Normal,No Misuse,Y,No Injury,5b809124-afbc-47f7-9b3f-696ee1316dd4,D,MSP6187001Z,Shoulder/Lap Belt(s),M,10141122-a2cb-4800-86c8-1f2fd5ffc61b,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Cloudy,Twelve o'clock,(Sport) Utility Vehicle,Disabling,N,Moving Constant Speed,2015-12-14 16:16,59
4568,N,Apparently Normal,No Misuse,N,No Injury,f06378f8-4426-4846-9ee7-14f5c5923b09,D,DA3890000G,Shoulder/Lap Belt(s),M,053bead2-bb60-4c72-90bc-9e8b669a3b25,Same Direction Rear End,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Passenger Car,Superficial,N,Slowing or Stopping,2015-02-25 8:00,46
12796,N,Apparently Normal,No Misuse,Y,No Injury,0b431e3c-4f45-4562-a78c-492409ec30b4,D,ZT01250004,Shoulder/Lap Belt(s),F,5af11dfc-2e04-4925-b912-eb2aab76a3c3,Single Vehicle ,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,One o'clock,Passenger Car,Disabling,N,Negotiating a Curve,2015-05-17 18:40,18
35474,N,Apparently Normal,No Misuse,Y,No Injury,32547a39-aa38-4997-a446-e98f1c58e3cd,D,MSP6304005M,Shoulder/Lap Belt(s),F,cc089311-b43b-44af-86dd-ccad3c9e7da2,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Station Wagon,Disabling,N,Moving Constant Speed,2015-11-25 12:47,19
6668,N,Apparently Normal,No Misuse,N,No Injury,3d20867b-adf4-4827-b382-724ae32799f8,D,BX49320002,Shoulder/Lap Belt(s),M,65a368a7-021c-41ee-b7b6-23120c15e854,Same Direction Right Turn,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Cloudy,One o'clock,Passenger Car,Functional,N,Backing,2015-02-05 16:30,27
39020,N,Apparently Normal,No Misuse,N,Possible Incapacitating Injury,2783d6d1-7dc6-4deb-b834-575f7b0911f5,D,DA3805000T,MC/Bike Helmet and Eye Protection,M,908c90d9-3a9b-4156-af9e-114c62398c1b,Same Movement Angle,N,Intersection Related,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Cloudy,One o'clock,Motorcycle,Superficial,N,Starting From Lane,2015-12-27 11:56,25
14800,N,Apparently Normal,No Misuse,Y,No Injury,582d156b-ccac-4d8d-ab82-ddbf5331a728,D,MSP6039001C,Shoulder/Lap Belt(s),M,aa9e4cbc-e5a1-42a5-a9cd-773d4044b2e6,Same Direction Rear End,Y,Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Superficial,N,Moving Constant Speed,2015-04-28 13:21,79
30636,N,Apparently Normal,No Misuse,N,No Injury,7daf6fdd-b183-4dec-86e6-09c9603a3b29,D,CB49360005,Shoulder/Lap Belt(s),M,2e363a6e-f1e2-4fce-88e8-4df93b78249e,Same Direction Rear End,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Six o'clock,Passenger Car,Functional,N,Making Left Turn,2015-11-20 15:04,32
30753,N,Apparently Normal,No Misuse,Y,No Injury,77f07edf-ec6b-463f-90a5-a0e8823cf675,D,CB5489000F,Shoulder/Lap Belt(s),M,0b8d504b-d7c5-4e9d-a1eb-c4154ed476ac,Same Direction Rear End,N,Non Intersection,Left Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Functional,N,Changing Lanes,2015-11-03 21:03,51
46916,N,Apparently Normal,No Misuse,N,Non-incapacitating Injury,21e9d70e-ca9f-4864-a61e-13ca041007c7,D,MSP64880029,Shoulder/Lap Belt(s),M,bca99bf0-2194-474b-afca-f1626237bbf1,Same Direction Rear End,N,Non Intersection,Deceleration Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-10-30 10:11,31
11769,N,Apparently Normal,No Misuse,N,No Injury,aeb66881-d56e-4e6c-87dc-6255d3c890db,D,MSP57800035,Shoulder/Lap Belt(s),M,4e326060-ca69-4a77-920c-00eb60176328,Same Direction Rear End,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Cloudy,Six o'clock,Van,Functional,N,Slowing or Stopping,2015-04-10 16:10,23
43062,N,Apparently Normal,No Misuse,N,No Injury,96df7ec9-5426-4936-b585-2f7c501163d0,D,AZ16940004,Shoulder/Lap Belt(s),M,25f635b6-ee40-45ae-a75a-1794efef88de,Same Direction Rear End,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Passenger Car,Disabling,N,Slowing or Stopping,2015-11-16 15:49,61
46348,N,Apparently Normal,No Misuse,N,No Injury,c15621e1-46ea-4165-acbe-e40a942d3298,D,ZD37250014,Shoulder/Lap Belt(s),M,9f27ae22-15dd-425a-8fd6-8caee938195a,Same Direction Rear End,N,Intersection Related,Right Turn Lane,Dusk,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Raining,Six o'clock,Pickup Truck,Superficial,N,Slowing or Stopping,2015-11-09 16:34,19
10335,N,Apparently Normal,No Misuse,Y,No Injury,a6ad34b0-121f-4712-a7b3-8952d79902e7,D,CBPD0072000H,Shoulder/Lap Belt(s),F,9f54c15b-1004-4183-8fa8-470632740f77,Same Direction Rear End,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Dry,Cloudy,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-05-29 8:45,28
36538,N,Apparently Normal,No Misuse,Y,No Injury,1d10c68f-630e-474f-b740-96e370b88533,D,MSP6590000T,Shoulder/Lap Belt(s),F,a7eb8b21-2cfb-428b-97ea-30981f78ad01,Same Direction Rear End,N,Non Intersection,Acceleration Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Slowing or Stopping,2015-10-19 8:45,22
44808,N,Apparently Normal,No Misuse,N,No Injury,3ea9c6f9-2f67-4d82-b639-1da7c88ab129,D,MSP53280013,Shoulder/Lap Belt(s),M,9a83aef0-dfb3-4bc5-95ab-59e66c5f6500,Same Movement Angle,N,Residential Driveway,Right Turn Lane,Daylight,View Obstructed,"Two-way, Not Divided",Dry,Clear,One o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-10-01 15:53,71
24563,N,Apparently Normal,No Misuse,Y,No Injury,53fb3648-09ee-4d7b-b06d-ef7a2c08198e,D,ADI468000R,Shoulder/Lap Belt(s),M,a7918519-7235-49e8-8a62-83b023da060a,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Dry,Clear,Twelve o'clock,Recreational Vehicle,Functional,N,Slowing or Stopping,2015-09-20 11:20,57
47082,N,Apparently Normal,No Misuse,Y,Possible Incapacitating Injury,218b69aa-a6aa-473b-8780-0a1fa7243892,D,MCP2859001P,Shoulder/Lap Belt(s),M,5c5c8dd3-16f8-4658-bc56-bed5c6b1cb35,Same Movement Angle,N,Intersection,Left Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Raining,Twelve o'clock,Passenger Car,Disabling,N,Slowing or Stopping,2015-12-17 7:30,30
41285,N,Apparently Normal,No Misuse,N,No Injury,c4586402-01e3-40e8-be36-7fae7b478167,D,MSP60500046,Shoulder/Lap Belt(s),M,59f7f139-983c-4b03-ae12-fdcbe1ac4981,Same Direction Rear End,N,Non Intersection,Acceleration Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Pickup Truck,Functional,N,Slowing or Stopping,2015-10-27 16:36,71
18402,N,Other Handicaps,No Misuse,N,No Injury,ad0c1a9b-6026-4d50-b98e-0d904b7bf259,D,ADJ0820009,Shoulder/Lap Belt(s),M,65fcf8d2-b1bb-4e1d-a04b-90744e795fb0,Same Direction Rear End,N,Non Intersection,Left Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Pickup Truck,No Damage,N,Slowing or Stopping,2015-07-11 21:40,62
25122,N,Apparently Normal,No Misuse,N,No Injury,91eb0818-89ea-47dd-926c-5fac7971e7cb,D,CB5713000F,Shoulder/Lap Belt(s),M,c3c44f65-acea-4c67-8c4b-e93d2835a2d6,Angle Meets Right Turn,N,Intersection Related,Left Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided with a Continuous Left Turn Lane",Dry,Clear,Twelve o'clock,"Medium/Heavy Truck 2 axles (10,000 lbs (4,536 kg) or less)",Superficial,N,Moving Constant Speed,2015-09-19 1:41,52
32394,N,Apparently Normal,No Misuse,N,No Injury,4ef985e4-06e6-4a81-a026-dd5276d34099,D,MCP1550001M,Shoulder/Lap Belt(s),F,5788448e-dfa1-4708-b2a6-54c2e9514cf4,Same Movement Angle,N,Intersection,Acceleration Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Passenger Car,Destroyed,N,Accelerating,2015-12-03 18:49,54
36294,N,Apparently Normal,No Misuse,N,No Injury,5e11452c-ced8-4437-8fd2-8475fd3b8e02,D,MSP6514002J,Shoulder/Lap Belt(s),M,d4b1f636-b90c-402d-9309-e404d9e5923d,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Pickup Truck,Superficial,N,Slowing or Stopping,2015-12-16 14:37,61
32678,N,Apparently Normal,No Misuse,N,Non-incapacitating Injury,d9141019-63a3-4e76-8376-b508148b2aec,D,MCP24370017,Shoulder/Lap Belt(s),F,085ec913-13a7-4343-8a3b-d5975fe19974,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Wet,Raining,Six o'clock,Passenger Car,Functional,N,Stopped in Traffic Lane,2015-12-02 19:02,63
43530,N,Apparently Normal,No Misuse,N,No Injury,3e816a50-e646-48c2-962e-be2c9ce7eb49,D,DA3706000Q,Shoulder/Lap Belt(s),M,e36a2269-6f1b-4eee-b5a9-93c547276ca9,Same Direction Rear End,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Wet,Clear,Twelve o'clock,Passenger Car,Superficial,N,Slowing or Stopping,2015-12-29 13:11,36
25479,N,Apparently Normal,No Misuse,N,No Injury,3f8e3de2-6a50-4794-a4ad-f7bf890b6216,D,DE41470015,Shoulder/Lap Belt(s),M,262be4eb-fab5-4840-9989-b414fd116604,Same Direction Rear End,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Wet,Cloudy,Six o'clock,(Sport) Utility Vehicle,Functional,N,Stopped in Traffic Lane,2015-09-01 18:09,42
18493,N,Apparently Normal,No Misuse,N,No Injury,e4136289-f4bf-45d9-add2-a066e028514b,D,ADJ247001M,Shoulder/Lap Belt(s),M,b969ede6-5671-490f-97ff-cb5a0eeb1190,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Six o'clock,Passenger Car,Functional,N,Parked  ,2015-08-22 10:00,72
45803,N,Apparently Normal,No Misuse,N,No Injury,42acbdd9-c59e-4082-a695-480c32be648c,D,MSP6319001D,Shoulder/Lap Belt(s),M,4fbaf601-2e2a-489b-842b-7d190ef96d22,Head On Left Turn,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Pickup Truck,Disabling,N,Moving Constant Speed,2015-11-09 8:28,61
18952,N,Apparently Normal,No Misuse,Y,No Injury,50c46669-e250-496c-b9be-f6b928d85b08,D,AE4546002Q,Shoulder/Lap Belt(s),M,ff4ce74a-7b79-4baf-be10-8e997ab48099,Same Direction Sideswipe,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Eleven o'clock,(Sport) Utility Vehicle,Disabling,N,Changing Lanes,2015-09-23 15:07,17
25884,N,Apparently Normal,No Misuse,Y,No Injury,bfd287cb-42ac-4833-aa0a-a0041f934dd0,D,MSP5333008L,Shoulder/Lap Belt(s),M,4a76007f-62d5-4899-a20f-06dd13f49f36,Same Direction Rear End,N,Non Intersection,Deceleration Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Cloudy,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-09-26 11:46,50
21757,N,Apparently Normal,No Misuse,N,No Injury,1b555230-bbe5-47e9-807d-2994d0de6f31,D,MSP65800009,Shoulder/Lap Belt(s),F,e731f909-f356-408b-8803-f2b777342b0f,Same Direction Rear End,Y,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,(Sport) Utility Vehicle,Superficial,N,Slowing or Stopping,2015-08-26 8:02,39
6941,Y,Apparently Normal,No Misuse,Y,No Injury,11e68ac8-82e6-4550-97e1-890adff80bcc,D,DA39460009,Shoulder/Lap Belt(s),M,eed2d473-b8dc-4cc1-9ef9-adc3e7f5c286,Angle Meets Left Turn,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Wet,Raining,Twelve o'clock,Pickup Truck,Disabling,N,Moving Constant Speed,2015-02-12 9:30,46
43737,N,Apparently Normal,No Misuse,Y,No Injury,6020d582-1331-45ac-a16c-abd9f36d3096,D,DD5529000Y,Shoulder/Lap Belt(s),M,64e69771-1b4f-4888-ad88-141b7adfbb8b,Same Direction Rear End,N,Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Twelve o'clock,Pickup Truck,Disabling,N,Slowing or Stopping,2015-11-04 14:44,24
8428,N,Had Been Drinking,No Misuse,Y,Possible Incapacitating Injury,d72876dc-eb8f-4a9f-a354-5d13aa76e9ba,D,MSP57970012,Shoulder/Lap Belt(s),M,8a593cbc-4e7e-4d38-bcdd-5c55b8ec9c1e,Single Vehicle ,N,Non Intersection,Right Turn Lane,Dark No Lights,No Defects,"Two-way, Not Divided",Dry,Clear,Twelve o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-03-18 1:06,41
10411,N,Apparently Normal,No Misuse,Y,No Injury,2e681531-57c7-4e62-8720-dff6e8a36a5a,D,CT82500004,Shoulder/Lap Belt(s),M,a6534656-3879-45c0-b368-5a34f73a768a,Same Direction Rear End,N,Non Intersection,Acceleration Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Cloudy,Twelve o'clock,Passenger Car,Superficial,N,Moving Constant Speed,2015-06-06 11:57,19
14284,N,Apparently Normal,No Misuse,Y,No Injury,38d8d6ac-d2f3-4d56-9bcb-7a4f64fe22c8,D,AE4851000F,Shoulder/Lap Belt(s),M,d282a7b1-ea5c-4a09-b5bd-a5f6c8c7d7a6,Same Direction Rear End,N,Non Intersection,Left Turn Lane,Daylight,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Dry,Cloudy,Twelve o'clock,Passenger Car,Superficial,N,Slowing or Stopping,2015-04-28 15:30,38
6755,N,Apparently Normal,No Misuse,N,No Injury,15874984-0136-4b71-ae4e-4f677e6a9383,D,CTX308001W,Shoulder/Lap Belt(s),M,102eebb1-3a95-4fde-88b1-f0167b625aa2,Angle Meets Left Turn,N,Intersection,Deceleration Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,One o'clock,Pickup Truck,Disabling,N,Making U Turn,2015-03-17 16:47,32
25045,N,Apparently Normal,No Misuse,N,No Injury,8c6abafd-c0a0-46b6-815c-9ebe1f7bc227,D,AE5794000Z,Shoulder/Lap Belt(s),M,46728fac-94e8-453e-bbdc-25cecbce87f7,Same Direction Sideswipe,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,Nine o'clock,Passenger Car,Superficial,N,Moving Constant Speed,2015-07-17 8:45,27
44087,N,Apparently Normal,No Misuse,Y,No Injury,b50c0fa5-f955-41a3-bbf4-ebf6d1f4d7b3,D,MCP22090016,Shoulder/Lap Belt(s),M,93765d82-ad4f-46da-a49d-b375780cb621,Same Direction Sideswipe,N,Intersection Related,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Five o'clock,"Cargo Van/Light Truck 2 axles (10,000 lbs (4,536 kg) or less)",Superficial,N,Moving Constant Speed,2015-10-07 14:06,27
9195,N,Apparently Normal,No Misuse,N,No Injury,707674e1-6e8e-49a2-ae5a-5d126b639d30,D,ADI446000H,Shoulder/Lap Belt(s),F,0075c6e8-cae6-4b16-9d9f-3e3413e7eacb,Same Movement Angle,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Dry,Clear,One o'clock,Passenger Car,Functional,N,Moving Constant Speed,2015-05-30 12:09,20
1506,N,Apparently Normal,No Misuse,N,No Injury,bbac9436-9ebe-4839-9995-e7cbb2e97902,D,AE54780003,Shoulder/Lap Belt(s),M,4f4ed9f3-f809-43ce-9397-2b275fe9f476,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,Six o'clock,Passenger Car,Superficial,N,Slowing or Stopping,2015-01-05 8:51,65
39864,N,Apparently Normal,No Misuse,Y,Possible Incapacitating Injury,7f52d3e4-5bf0-4310-989c-a0dcd078c2bf,D,ZT00990004,Shoulder/Lap Belt(s),F,776c10cc-1146-433c-912b-6732c1c7a7b4,Single Vehicle ,N,Non Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Not Divided",Wet,Raining,Roof Top,Passenger Car,Disabling,N,Moving Constant Speed,2015-12-29 10:30,54
38240,N,Apparently Normal,No Misuse,Y,Non-incapacitating Injury,6db38858-1ad5-4d3a-b0d9-4756073ba111,D,MSP65100031,Shoulder/Lap Belt(s),F,5c5782c4-afd2-4bd1-8fc2-5b787c73711e,Same Direction Sideswipe,N,Non Intersection,Left Turn Lane,Dark Lights On,No Defects,"Two-way, Divided, Positive Median Barrier",Dry,Clear,One o'clock,Passenger Car,Disabling,N,Moving Constant Speed,2015-11-25 18:07,20
45416,N,Apparently Normal,No Misuse,N,No Injury,3d6f5dc2-31db-465c-aa65-d8f3d47e062b,D,MSP6090005P,Shoulder/Lap Belt(s),M,c75877a7-b595-45d4-8f83-162acd38f75a,Same Direction Rear End,N,Intersection,Right Turn Lane,Daylight,No Defects,"Two-way, Divided, Positive Median Barrier",Wet,Raining,Twelve o'clock,Passenger Car,Disabling,N,Slowing or Stopping,2015-12-17 11:24,84
31273,N,Apparently Normal,No Misuse,N,No Injury,a02f8b0f-8a2f-4307-8fd3-84537be522f9,D,DA3567000B,Shoulder/Lap Belt(s),F,08e7f566-96d3-41b8-ad73-6ac4cbcd57a7,Same Direction Rear End,N,Non Intersection,Right Turn Lane,Dusk,No Defects,"Two-way, Not Divided",Wet,Raining,Six o'clock,Pickup Truck,Functional,N,Slowing or Stopping,2015-11-30 19:49,44
24483,Y,Apparently Normal,No Misuse,N,Possible Incapacitating Injury,9dd704fb-6857-475f-ada7-8f79e7d8bba7,D,ADH118000C,Shoulder/Lap Belt(s),M,4b4d3c33-ba78-44c8-a8e2-07fceb38a561,Same Direction Left Turn,N,Intersection,Right Turn Lane,Dark Lights On,No Defects,One-way Trafficway,Dry,Clear,Twelve o'clock,(Sport) Utility Vehicle,Disabling,N,Moving Constant Speed,2015-09-01 1:30,55
8329,N,Had Been Drinking,No Misuse,Y,No Injury,73afeed5-5d05-472f-a235-a46d03269c33,D,AC1564000B,Shoulder/Lap Belt(s),M,be52973c-6798-4d88-8c8e-b5ee712084f6,Head On,N,Non Intersection,Right Turn Lane,Dark Lights On,No Defects,"Two-way, Not Divided",Wet,Raining,Twelve o'clock,(Sport) Utility Vehicle,Functional,Y,Moving Constant Speed,2015-03-14 0:13,32
